Company_Brand,HeadQuarter,Sector,What_it_does,Amount,Stage,Stage_category,Funding_year,Sector_category
WalMart India,"Gurgaon, Haryana, India",Retail,"Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",37680000.0,Venture - Series Unknown,Others,2018,Consumer Discretionary
Meesho,"Bangalore, Karnataka, India",E-Commerce,"Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",50000000.0,Series C,"Series B,C,D&E",2018,Consumer Discretionary
BhaskarGuru,"Bhopal, Madhya Pradesh, India",Search Engine,Bhaskarguru.com is your local search Engine,1000000.0,Seed,Seed,2018,Communication Services
Gugu,"Coimbatore, Tamil Nadu, India",Battery,Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,250000.0,Seed,Seed,2018,Consumer Discretionary
Vizzbee,"Bhopal, Madhya Pradesh, India",Artificial Intelligence,Autonomous Drone Solutions for last mile delivery as well as search and rescue,20000.0,Pre-Seed,Pre-Seed,2018,Information Technology
BIGPHI TECHNOLOGIES PVT. LTD.,"Bangalore, Karnataka, India",Fashion,BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,900000.0,Angel,Others,2018,Consumer Discretionary
Traveo Soft Pvt. Ltd.,"Bangalore, Karnataka, India",Mobile,AI based Business Travel & Expense management,1717230.0,Undisclosed,,2018,Information Technology
Lucideus,"New Delhi, Delhi, India",Consulting,"Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",500000000.0,Venture - Series Unknown,Others,2018,Consumer Discretionary
GamingMonk,"New Delhi, Delhi, India",eSports,"GamingMonk is an eSports gaming company based out of New Delhi, India.",57240985.0,Series A,Series A,2018,Consumer Discretionary
Sukkhi Jewellery,"Mumbai, Maharashtra, India",Fashion,Sukkhi Jewellery is a Contemporary fashion jewellery brand.,729822553.0,Venture - Series Unknown,Others,2018,Consumer Discretionary
INDwealth,"Gurgaon, Haryana, India",Financial Services,INDwealth is an Artificial Intelligence (AI) powered wealth management company,3148254150.0,Seed,Seed,2018,Financials
Medikabazaar,"Mumbai, Maharashtra, India",B2B,India's largest medical and surgical supplies marketplace,500000000.0,Series A,Series A,2018,unknown
NIRA,"Bangalore, Karnataka, India",Credit,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",100000000.0,Seed,Seed,2018,Financials
Duroflex Pvt. Ltd.,"Alleppey, Kerala, India",Consumer Goods,Duroflex Pvt. Ltd. operates as a dominant mattress player.,2200000000.0,Private Equity,Others,2018,Consumer Discretionary
Jetbrain Robotics,"Gurgaon, Haryana, India",Health Care,"Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",7000000.0,Seed,Seed,2018,Health Care
Healthkart,"Gurgaon, Haryana, India",E-Commerce,"The one stop shop for health, fitness & beauty.",1000000000.0,Venture - Series Unknown,Others,2018,Consumer Discretionary
Indiabulls Ventures,"Mumbai, Maharashtra, India",Financial Services,Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,22026330853.0,Post-IPO Equity,Others,2018,Financials
Vistara,"Haryana, Haryana, India",Aerospace,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),28620492272.0,Private Equity,Others,2018,Information Technology
ClearTax,"New Delhi, Delhi, India",Accounting,ClearTax India helps individuals prepare and e-file their Income Tax Return online.,5724098454.0,Series B,"Series B,C,D&E",2018,unknown
Shuttl,"Gurgaon, Haryana, India",Apps,"Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",100000000.0,Debt Financing,Others,2018,Information Technology
GuruQ,"New Delhi, Delhi, India",Reading Apps,A one of its kind digital integrated platform connecting tutors and students.,35775615.0,Seed,Seed,2018,Information Technology
Azure Power,"New Delhi, Delhi, India",Energy,"Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",18500000000.0,Post-IPO Equity,Others,2018,Energy
Cube,"Mumbai, Maharashtra, India",Banking,Cube is consumer banking focused fintech company.,200343446.0,Series A,Series A,2018,Financials
LetsMD,"New Delhi, Delhi, India",Fitness,LetsMD.com is a marketplace for elective surgeries,100000000.0,Seed,Seed,2018,Consumer Discretionary
Twenty Two Motors,"Haryana, Haryana, India",Automotive,Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,6500000000.0,Corporate Round,Others,2018,unknown
Truebil,"Mumbai, Maharashtra, India",Automotive,"Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",200000000.0,Series A,Series A,2018,unknown
Worxogo,"Bangalore, Karnataka, India",Information Technology,worxogo’s is a pioneering persuasive technology products align employee behaviours .,236119061.0,Series A,Series A,2018,Information Technology
Vivish Technologies (myGate),"Bengaluru, Karnataka, India",Apps,India's leading mobile based security management solution .,930165999.0,Series A,Series A,2018,Information Technology
Virtual MetalStreet(MetalStreet),"Bengaluru, Karnataka, India",B2B,Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,70000000.0,Angel,Others,2018,unknown
Veritas Finance,"Guindy, Tamil Nadu, India",Financial Services,Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,3000000000.0,Venture - Series Unknown,Others,2018,Financials
GoZefo,"Bangalore, Karnataka, India",Computer,Startup working on a white space in the eCommerce industry.,300515169.0,Venture - Series Unknown,Others,2018,Information Technology
Zomato,"Gurgaon, Haryana, India",Food Delivery,Zomato is a search app offering detailed information for restaurants as well as online food delivery.,21000000000.0,Secondary Market,Others,2018,Consumer Discretionary
Innov8 Coworking,"New Delhi, Delhi, India",Collaboration,Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,400000000.0,Seed,Seed,2018,unknown
Lavelle Networks,"Bengaluru, Karnataka, India",Cloud Computing,Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,28620492.0,Venture - Series Unknown,Others,2018,Information Technology
Blackbuck,"Bengaluru, Karnataka, India",Information Services,Blackbuck is a logistics startup based in India.,2904407556.0,Series D,"Series B,C,D&E",2018,Information Technology
Cardekho,"Gurgaon, Haryana, India",Automotive,Cardekho is a car search venture that helps users buy cars that are right for them.,7500000000.0,Series C,"Series B,C,D&E",2018,unknown
ElasticRun,"Pune, Maharashtra, India",Delivery,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,858614768.0,Series B,"Series B,C,D&E",2018,unknown
Droom Technology Private Limited,"Gurgaon, Haryana, India",Automotive,Droom is a marketplace for automobiles and automobile services.,3000000000.0,Series E,"Series B,C,D&E",2018,unknown
Vogo Rentals,"Kormangala, Karnataka, India",Last Mile Transportation,Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,114481969.0,Debt Financing,Others,2018,Industrial
InnerChef,"Gurgaon, Haryana, India",Cooking,InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,176000000.0,Venture - Series Unknown,Others,2018,unknown
LivQuik,"Mumbai, Maharashtra, India",FinTech,LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,270000000.0,Corporate Round,Others,2018,Financials
Disprz,"Chennai, Tamil Nadu, India",E-Learning,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",40000000.0,Debt Financing,Others,2018,Information Technology
9stacks,"Delhi, Delhi, India",Online Games,Online gaming startup.,400686892.0,Series A,Series A,2018,Information Technology
Origo,"Gurgaon, Haryana, India",—,"Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",1144819691.0,Venture - Series Unknown,Others,2018,unknown
YourOwnROOM,"Bangalore, Karnataka, India",Online Portals,"Good quality, strategically located homes closer to work for millennials",75000000.0,Seed,Seed,2018,Information Technology
Vahdam Teas,"New Delhi, Delhi, India",E-Commerce,Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,250000000.0,Series B,"Series B,C,D&E",2018,Consumer Discretionary
PharmEasy,"Mumbai, Maharashtra, India",Health Care,PharmEasy - Indias largest healthcare delivery platform,8000000000.0,Series C,"Series B,C,D&E",2018,Health Care
Licious,"Bengaluru, Karnataka, India",Delivery Service,"Licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",2500000000.0,Series C,"Series B,C,D&E",2018,unknown
Stanza Living,"New Delhi, Delhi, India",Hospitality,Stanza Living is a co-living platform created for students moving to a new place.,1044647968.0,Venture - Series Unknown,Others,2018,Health Care
Bounce (Metro Bikes),"Bangalore, Karnataka, India",Autonomous Vehicles,"Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",300000000.0,Debt Financing,Others,2018,unknown
Goals101,"Delhi, Delhi, India",Financial Services,Goals101 is a one of the fastest growing big-data platforms.,350000000.0,Seed,Seed,2018,Financials
Satya MicroCapital,"New Delhi, Delhi, India",Finance,New Delhi-based non-banking financial company.,572409845.0,Venture - Series Unknown,Others,2018,Financials
Ummeed Housing Finance Private Limited,"Haryana, Haryana, India",Finance,Ummeed Housing Finance Private Limited,858614768.0,Series C,"Series B,C,D&E",2018,Financials
StockEdge,"Kolkata, West Bengal, India",Analytics,"StockEdge is a unique platform, which is 100% focused on research and analytics",110000000.0,Seed,Seed,2018,Information Technology
Sequretek,"Mumbai, Maharashtra, India",—,Sequretek is a cyber security start-up.,370000000.0,Venture - Series Unknown,Others,2018,unknown
Avenues Payments India Pvt. Ltd.,"Mumbai, Maharashtra, India",—,Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,130000000.0,Corporate Round,Others,2018,unknown
Qbera,"Bangalore, Karnataka, India",Finance,Qbera is a managed marketplace for unsecured personal loans.,200343446.0,Venture - Series Unknown,Others,2018,Financials
Urban Ladder,"Bangalore, Karnataka, India",E-Commerce,Urban Ladder is a Bangalore-based online furniture company.,560000000.0,Debt Financing,Others,2018,Consumer Discretionary
Planet11 eCommerce Solutions India (Avenue11),"Bengaluru, Karnataka, India",—,"Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",372066400.0,Corporate Round,Others,2018,unknown
Iba Halal Care,"Ahmedabad, Gujarat, India",—,Iba Halal Care is a cosmetics brand company.,214653692.0,Series A,Series A,2018,unknown
Parkwheels,"Haryana, Haryana, India",Industrial,"Parkwheels aims at solving the big, bad & unsexy parking problems of India.",17172295.0,Seed,Seed,2018,unknown
ShareChat,"Bangalore, Karnataka, India",Internet,ShareChat is a social networking and regional content platform for the fast growing Internet users in India.,9923000000.0,Series C,"Series B,C,D&E",2018,Information Technology
Cyclops Medtech,"Bangalore, Karnataka, India",Health Care,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,100000000.0,Seed,Seed,2018,Health Care
Livspace,"Bangalore, Karnataka, India",E-Commerce,"Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",7000000000.0,Series C,"Series B,C,D&E",2018,Consumer Discretionary
NewsBytes,"Gurgaon, Haryana, India",Apps,NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,100000000.0,Seed,Seed,2018,Information Technology
Leena AI,"Gurgaon, Haryana, India",Artificial Intelligence,Leena is smart AI powered HR companion dedicated towards engaging employees.,200000000.0,Seed,Seed,2018,Information Technology
GoBolt,"New Delhi, Delhi, India",Logistics,Delhi-based logistics technology.,572409845.0,Venture - Series Unknown,Others,2018,Industrial
GoGaga,"Bangalore City, Karnataka, India",Dating,GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,4000000.0,Non-equity Assistance,Others,2018,Consumer Discretionary
Mate Labs,"Bangalore, Karnataka, India",Artificial Intelligence,Mate Labs is a machine learning solutions platform for beginners.,55000000.0,Seed,Seed,2018,Information Technology
Ola,"Kormangala, Karnataka, India",Apps,Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India.,5000000000.0,Venture - Series Unknown,Others,2018,Information Technology
